show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s462,TV Show,Sacred Project 462,,"Daniel Kaluuya, Deepika Padukone, Lupita Nyong'o",China,"February 03, 2017",1990,TV-MA,7 Seasons,"TV Dramas, Horror Movies, Korean TV Shows",A tv show about power set in China.
s463,Movie,Velvet Heart 463,Park Chan-wook,"Idris Elba, Viola Davis, Daniel Kaluuya",Nigeria,"February 21, 2009",2017,TV-PG,140 min,Crime TV Shows,A movie about power set in Nigeria.
s464,Movie,Frozen Project 464,Christopher Nolan,"Oscar Isaac, Saoirse Ronan, Song Kang-ho, Tom Hardy, Mahershala Ali",Italy,"November 02, 2014",1992,NR,169 min,TV Dramas,A movie about love set in Italy.
s465,Movie,Eternal Storm 465,Martin Scorsese,"Florence Pugh, Idris Elba, Tom Hardy",Argentina,"November 13, 2019",1999,TV-Y7,46 min,Children & Family Movies,A movie about crime set in Argentina.
s466,Movie,Eternal Storm 466,Anurag Kashyap,"Song Kang-ho, Deepika Padukone, Tilda Swinton, Zendaya",Brazil,"February 17, 2008",2012,R,73 min,Sci-Fi & Fantasy,A movie about love set in Brazil.
s467,Movie,Broken Memory 467,Martin Scorsese,"Daniel Kaluuya, Tilda Swinton, Saoirse Ronan",Argentina,"November 09, 2010",2010,TV-Y,173 min,"TV Comedies, Documentaries, Action & Adventure",A movie about love set in Argentina.
s468,TV Show,Silent Promise 468,Martin Scorsese,"Viola Davis, Tilda Swinton, Riz Ahmed",Indonesia,"September 28, 2017",2020,TV-Y7,2 Seasons,Music & Musicals,A tv show about crime set in Indonesia.
s469,TV Show,Silent Garden 469,Christopher Nolan,"Riz Ahmed, Song Kang-ho, Deepika Padukone",Canada,"April 08, 2019",2001,NR,3 Season,TV Comedies,A tv show about love set in Canada.
s470,Movie,Crimson City 470,,,India,"October 10, 2019",2009,R,101 min,"Stand-Up Comedy, British TV Shows",A movie about love set in India.
s471,Movie,Iron Empire 471,Greta Gerwig,"Riz Ahmed, Song Kang-ho, Idris Elba, Tom Hardy",United States,"March 19, 2015",2003,PG-13,200 min,Stand-Up Comedy,A movie about crime set in United States.
s472,Movie,Wild Whisper 472,Christopher Nolan,,,"December 03, 2010",2011,PG,195 min,"Music & Musicals, TV Dramas, Horror Movies",A movie about power set in an unnamed place.
s473,Movie,Velvet Shadow 473,,"Viola Davis, Oscar Isaac",South Korea,"December 30, 2017",1996,G,132 min,"British TV Shows, Thrillers",A movie about identity set in South Korea.
s474,TV Show,Lost Promise 474,,"Mahershala Ali, Zendaya, Idris Elba, Deepika Padukone",Canada,"July 08, 2009",2020,G,1 Season,"Documentaries, Sci-Fi & Fantasy",A tv show about love set in Canada.
s475,TV Show,Lost Truth 475,Bong Joon-ho,"Daniel Kaluuya, Tilda Swinton, Lupita Nyong'o, Riz Ahmed, Viola Davis",Nigeria,"October 01, 2016",2015,R,3 Season,"Thrillers, Independent Movies, Dramas",A tv show about identity set in Nigeria.
s476,Movie,Golden Memory 476,Greta Gerwig,"Lupita Nyong'o, Daniel Kaluuya, Viola Davis, Shah Rukh Khan",China,"November 16, 2008",1999,PG-13,79 min,"International Movies, Horror Movies",A movie about crime set in China.
s477,Movie,Lost Hour 477,Mira Nair,"Shah Rukh Khan, Mahershala Ali, Lupita Nyong'o, Saoirse Ronan",Turkey,"August 12, 2014",2010,TV-MA,136 min,Children & Family Movies,A movie about crime set in Turkey.
s478,Movie,Lost Legacy 478,Mira Nair,"Lupita Nyong'o, Riz Ahmed, Tilda Swinton, Zendaya, Oscar Isaac",Egypt,"January 10, 2014",2003,TV-Y,84 min,"Horror Movies, Stand-Up Comedy",A movie about family set in Egypt.
s479,Movie,Wild Kingdom 479,Spike Lee,"Penelope Cruz, Oscar Isaac, Deepika Padukone",Japan,"June 21, 2008",2009,TV-PG,145 min,"Music & Musicals, Thrillers, Comedies",A movie about crime set in Japan.
s480,Movie,Crimson Heart 480,Hayao Miyazaki,"Tom Hardy, Oscar Isaac, Viola Davis",United States,"April 21, 2008",1992,TV-14,113 min,Music & Musicals,A movie about love set in United States.
s481,TV Show,Lost Truth 481,,"Shah Rukh Khan, Song Kang-ho, Daniel Kaluuya, Deepika Padukone",Egypt,"November 23, 2014",2011,R,1 Seasons,"Reality TV, Action & Adventure",A tv show about love set in Egypt.
s482,TV Show,Midnight Legacy 482,Pedro Almodovar,"Saoirse Ronan, Tom Hardy, Song Kang-ho, Zendaya, Riz Ahmed",France,"June 07, 2014",2004,TV-Y,2 Seasons,Horror Movies,A tv show about love set in France.
s483,TV Show,Hidden Whisper 483,,"Shah Rukh Khan, Zendaya, Tom Hardy, Oscar Isaac",Turkey,"June 13, 2021",2001,TV-PG,5 Seasons,"TV Dramas, Action & Adventure",A tv show about family set in Turkey.
s484,TV Show,Iron Whisper 484,Ava DuVernay,"Saoirse Ronan, Florence Pugh",Australia,"January 07, 2018",2020,TV-14,7 Seasons,"Documentaries, Comedies",A tv show about family set in Australia.
s485,TV Show,Silent Truth 485,Denis Villeneuve,"Riz Ahmed, Oscar Isaac, Florence Pugh, Tilda Swinton, Idris Elba",Spain,"April 27, 2020",2021,TV-Y7,9 Seasons,TV Comedies,A tv show about love set in Spain.
s486,Movie,Broken Legacy 486,Ava DuVernay,"Shah Rukh Khan, Song Kang-ho, Idris Elba",,"May 20, 2008",2013,TV-PG,73 min,TV Dramas,A movie about family set in an unnamed place.
s487,TV Show,Dark Truth 487,Greta Gerwig,"Deepika Padukone, Song Kang-ho, Riz Ahmed, Zendaya, Tom Hardy",Canada,"March 18, 2011",2014,TV-Y,6 Season,Independent Movies,A tv show about love set in Canada.
s488,Movie,Velvet Project 488,,"Shah Rukh Khan, Song Kang-ho, Viola Davis",,"May 04, 2017",1999,TV-Y7,80 min,"Korean TV Shows, Sci-Fi & Fantasy, British TV Shows",A movie about survival set in an unnamed place.
s489,TV Show,Wild Truth 489,Martin Scorsese,"Viola Davis, Zendaya, Tilda Swinton",,"April 15, 2019",2000,,7 Seasons,"Reality TV, Children & Family Movies",A tv show about identity set in an unnamed place.
s490,Movie,Golden Garden 490,Anurag Kashyap,"Florence Pugh, Shah Rukh Khan",Italy,"November 28, 2012",2015,G,199 min,Anime Series,A movie about survival set in Italy.
s491,Movie,Iron Shadow 491,Anurag Kashyap,,Turkey,"June 07, 2010",1996,NR,130 min,Horror Movies,A movie about family set in Turkey.
s492,Movie,Midnight Kingdom 492,,,South Korea,"September 22, 2008",2005,NR,189 min,Independent Movies,A movie about survival set in South Korea.
s493,Movie,Eternal Kingdom 493,Martin Scorsese,"Florence Pugh, Lupita Nyong'o, Song Kang-ho, Idris Elba",Brazil,"March 08, 2010",2011,G,70 min,"Documentaries, Dramas, TV Comedies",A movie about survival set in Brazil.
s494,Movie,Dark Empire 494,Anurag Kashyap,"Shah Rukh Khan, Mahershala Ali",South Korea,"February 27, 2011",2000,G,177 min,"Music & Musicals, Korean TV Shows, Crime TV Shows",A movie about survival set in South Korea.
s495,TV Show,Eternal Storm 495,Hayao Miyazaki,,Italy,"September 09, 2021",1994,NR,8 Season,Documentaries,A tv show about family set in Italy.
s496,Movie,Sacred Truth 496,Spike Lee,,Mexico,"April 13, 2014",2013,TV-14,90 min,"Anime Series, Children & Family Movies, British TV Shows",A movie about family set in Mexico.
s497,TV Show,Wild Hour 497,Christopher Nolan,"Viola Davis, Idris Elba, Riz Ahmed, Saoirse Ronan, Penelope Cruz",Indonesia,"November 22, 2010",2018,NR,6 Season,"Stand-Up Comedy, Korean TV Shows, Anime Series",A tv show about family set in Indonesia.
s498,TV Show,Iron Empire 498,Park Chan-wook,,China,,1996,TV-PG,7 Seasons,TV Comedies,A tv show about survival set in China.
s499,Movie,Eternal Heart 499,Pedro Almodovar,"Song Kang-ho, Viola Davis, Shah Rukh Khan, Mahershala Ali, Zendaya",Italy,"June 22, 2012",2015,PG,132 min,"British TV Shows, Thrillers, Music & Musicals",A movie about love set in Italy.
s500,Movie,Lost Legacy 500,,"Tilda Swinton, Oscar Isaac, Tom Hardy",Italy,"February 09, 2016",2017,R,58 min,Dramas,A movie about power set in Italy.
s501,Movie,Hidden Hour 501,,"Florence Pugh, Viola Davis, Saoirse Ronan, Mahershala Ali",Turkey,"October 26, 2013",2001,TV-14,154 min,"Sci-Fi & Fantasy, Romantic Movies",A movie about crime set in Turkey.
s502,Movie,Broken Heart 502,Ava DuVernay,"Mahershala Ali, Zendaya, Daniel Kaluuya, Oscar Isaac, Penelope Cruz",China,"May 23, 2021",2002,NR,82 min,"Crime TV Shows, Dramas",A movie about crime set in China.
s503,TV Show,Bright Promise 503,Denis Villeneuve,"Lupita Nyong'o, Daniel Kaluuya, Mahershala Ali, Tom Hardy, Deepika Padukone",France,"December 21, 2020",1996,R,7 Seasons,Music & Musicals,A tv show about survival set in France.
s504,Movie,Crimson Garden 504,Mira Nair,"Mahershala Ali, Tom Hardy, Saoirse Ronan, Riz Ahmed",Canada,"March 24, 2018",2016,PG,183 min,"Korean TV Shows, Crime TV Shows",A movie about love set in Canada.
s505,TV Show,Wild Shadow 505,Pedro Almodovar,"Florence Pugh, Saoirse Ronan, Riz Ahmed, Tilda Swinton, Mahershala Ali",Mexico,"March 23, 2010",1995,TV-14,2 Seasons,"Stand-Up Comedy, Action & Adventure, British TV Shows",A tv show about power set in Mexico.
s506,TV Show,Bright Legacy 506,,"Oscar Isaac, Riz Ahmed",Spain,"May 15, 2020",2014,TV-Y7,2 Season,"Stand-Up Comedy, TV Comedies",A tv show about love set in Spain.
s507,TV Show,Sacred Garden 507,Greta Gerwig,"Oscar Isaac, Riz Ahmed, Florence Pugh, Penelope Cruz",United States,"April 19, 2017",1992,,3 Seasons,"Music & Musicals, Crime TV Shows, Independent Movies",A tv show about crime set in United States.
s508,TV Show,Broken Garden 508,Hayao Miyazaki,"Viola Davis, Florence Pugh, Oscar Isaac, Penelope Cruz, Shah Rukh Khan",Italy,"November 24, 2011",2015,G,3 Seasons,Documentaries,A tv show about identity set in Italy.
s509,Movie,Velvet Truth 509,Park Chan-wook,"Tilda Swinton, Song Kang-ho, Viola Davis",Turkey,,1999,G,65 min,"TV Comedies, Dramas, Documentaries",A movie about survival set in Turkey.
s510,Movie,Sacred Whisper 510,,"Oscar Isaac, Song Kang-ho, Lupita Nyong'o",Italy,"February 27, 2009",2007,TV-PG,50 min,"Independent Movies, Action & Adventure, Music & Musicals",A movie about survival set in Italy.
s511,TV Show,Midnight Kingdom 511,,"Shah Rukh Khan, Viola Davis, Deepika Padukone",South Korea,"January 05, 2019",1991,TV-Y7,2 Season,"TV Comedies, Crime TV Shows",A tv show about power set in South Korea.
s512,TV Show,Sacred Promise 512,,,Philippines,"September 14, 2008",1997,PG,8 Seasons,"Reality TV, Dramas, Romantic Movies",A tv show about identity set in Philippines.
s513,TV Show,Bright Kingdom 513,,,,"June 02, 2011",2003,TV-14,4 Season,Horror Movies,A tv show about love set in an unnamed place.
s514,TV Show,Silent Storm 514,Bong Joon-ho,"Oscar Isaac, Deepika Padukone, Mahershala Ali, Florence Pugh",Nigeria,"April 30, 2012",2006,PG-13,7 Season,"Sci-Fi & Fantasy, Romantic Movies, Thrillers",A tv show about power set in Nigeria.
s515,Movie,Bright Heart 515,Ava DuVernay,"Song Kang-ho, Oscar Isaac, Penelope Cruz, Riz Ahmed",Brazil,"June 10, 2009",2018,TV-MA,175 min,"Independent Movies, Stand-Up Comedy",A movie about family set in Brazil.
s516,Movie,Bright Hour 516,Pedro Almodovar,"Song Kang-ho, Shah Rukh Khan",Turkey,"January 09, 2016",2005,PG,140 min,Crime TV Shows,A movie about love set in Turkey.
s517,Movie,Golden Empire 517,Bong Joon-ho,"Deepika Padukone, Lupita Nyong'o, Viola Davis, Penelope Cruz",South Korea,"April 23, 2010",2007,TV-14,191 min,"Stand-Up Comedy, Music & Musicals, Crime TV Shows",A movie about family set in South Korea.
s518,Movie,Lost Truth 518,Martin Scorsese,"Song Kang-ho, Viola Davis, Deepika Padukone, Shah Rukh Khan, Oscar Isaac",Italy,"June 23, 2008",2008,,192 min,Anime Series,A movie about family set in Italy.
s519,Movie,Broken Empire 519,Pedro Almodovar,,United Kingdom,"April 23, 2017",2009,PG,147 min,Reality TV,A movie about family set in United Kingdom.
s520,Movie,Lost Shadow 520,Spike Lee,"Mahershala Ali, Oscar Isaac",Spain,"March 26, 2008",1998,PG,156 min,Romantic Movies,A movie about love set in Spain.
s521,Movie,Bright Truth 521,Pedro Almodovar,"Lupita Nyong'o, Zendaya",Canada,"October 28, 2014",1994,NR,142 min,"Romantic Movies, Documentaries",A movie about identity set in Canada.
s522,Movie,Silent Whisper 522,Mira Nair,"Zendaya, Tilda Swinton, Viola Davis, Lupita Nyong'o, Florence Pugh",Argentina,"April 17, 2014",2010,TV-Y7,102 min,Children & Family Movies,A movie about family set in Argentina.
s523,TV Show,Eternal Legacy 523,Bong Joon-ho,"Shah Rukh Khan, Viola Davis, Deepika Padukone",,,2003,TV-Y,4 Seasons,"Thrillers, Independent Movies",A tv show about identity set in an unnamed place.
s524,Movie,Eternal Truth 524,Ava DuVernay,"Song Kang-ho, Zendaya, Shah Rukh Khan",Brazil,"February 23, 2018",2002,R,62 min,"Stand-Up Comedy, Romantic Movies",A movie about power set in Brazil.
s525,Movie,Dark Code 525,Anurag Kashyap,"Song Kang-ho, Daniel Kaluuya",,"December 25, 2013",1991,G,160 min,"Children & Family Movies, Action & Adventure",A movie about identity set in an unnamed place.
s526,Movie,Broken Garden 526,,"Viola Davis, Deepika Padukone, Saoirse Ronan, Idris Elba",Italy,"June 23, 2017",2002,TV-Y,90 min,"Children & Family Movies, Korean TV Shows, British TV Shows",A movie about identity set in Italy.
s527,Movie,Iron Empire 527,Christopher Nolan,"Viola Davis, Oscar Isaac",United Kingdom,"March 06, 2014",2004,TV-Y,145 min,"Action & Adventure, Horror Movies",A movie about power set in United Kingdom.
s528,TV Show,Golden Storm 528,Anurag Kashyap,"Oscar Isaac, Mahershala Ali, Daniel Kaluuya, Saoirse Ronan",Canada,"December 14, 2021",2020,R,3 Season,Romantic Movies,A tv show about crime set in Canada.
s529,Movie,Wild Promise 529,Park Chan-wook,"Tom Hardy, Shah Rukh Khan, Saoirse Ronan, Viola Davis",United States,"August 17, 2018",1990,R,165 min,International Movies,A movie about love set in United States.
s530,Movie,Hidden Project 530,,"Song Kang-ho, Viola Davis, Saoirse Ronan",Australia,"November 13, 2015",2006,PG-13,138 min,"Dramas, TV Dramas",A movie about family set in Australia.
s531,TV Show,Bright Legacy 531,Mira Nair,"Tom Hardy, Shah Rukh Khan, Penelope Cruz, Song Kang-ho",France,"September 10, 2008",2005,TV-Y,6 Season,Thrillers,A tv show about survival set in France.
s532,Movie,Hidden City 532,Pedro Almodovar,"Idris Elba, Saoirse Ronan, Tilda Swinton, Daniel Kaluuya, Florence Pugh",Turkey,"March 13, 2014",2009,NR,178 min,"Crime TV Shows, Action & Adventure, Stand-Up Comedy",A movie about survival set in Turkey.
s533,Movie,Sacred Truth 533,Christopher Nolan,"Saoirse Ronan, Deepika Padukone, Tilda Swinton, Shah Rukh Khan, Lupita Nyong'o",Indonesia,"August 25, 2011",2009,TV-14,120 min,Anime Series,A movie about love set in Indonesia.
s534,Movie,Dark Code 534,,"Riz Ahmed, Idris Elba",United States,"February 02, 2011",2012,G,188 min,Comedies,A movie about power set in United States.
s535,Movie,Golden Garden 535,Christopher Nolan,"Daniel Kaluuya, Zendaya",Italy,"March 14, 2010",2006,NR,124 min,Independent Movies,A movie about survival set in Italy.
s536,Movie,Eternal Truth 536,Park Chan-wook,"Saoirse Ronan, Penelope Cruz, Lupita Nyong'o, Song Kang-ho",United Kingdom,"May 05, 2018",2001,TV-Y,69 min,Korean TV Shows,A movie about survival set in United Kingdom.
s537,Movie,Frozen City 537,Denis Villeneuve,"Zendaya, Penelope Cruz, Daniel Kaluuya, Deepika Padukone, Tom Hardy",United States,"June 10, 2017",1995,NR,122 min,Independent Movies,A movie about identity set in United States.
s538,Movie,Velvet Legacy 538,Greta Gerwig,,France,"February 18, 2008",2019,G,162 min,Comedies,A movie about love set in France.
s539,Movie,Iron Kingdom 539,Christopher Nolan,"Tilda Swinton, Riz Ahmed, Tom Hardy, Viola Davis, Mahershala Ali",Nigeria,"March 10, 2009",2003,G,171 min,Horror Movies,A movie about power set in Nigeria.
s540,Movie,Silent Storm 540,Ava DuVernay,"Daniel Kaluuya, Oscar Isaac",Canada,"June 07, 2011",1997,R,97 min,British TV Shows,A movie about love set in Canada.
s541,TV Show,Wild Shadow 541,,"Daniel Kaluuya, Shah Rukh Khan, Riz Ahmed, Song Kang-ho, Lupita Nyong'o",Indonesia,"November 03, 2021",1997,TV-MA,3 Season,"Horror Movies, Romantic Movies, Korean TV Shows",A tv show about power set in Indonesia.
s542,Movie,Crimson Heart 542,Greta Gerwig,"Mahershala Ali, Tilda Swinton, Saoirse Ronan, Penelope Cruz, Florence Pugh",Canada,"July 12, 2017",1999,TV-Y7,75 min,"TV Comedies, Dramas, Sci-Fi & Fantasy",A movie about love set in Canada.
s543,Movie,Bright Hour 543,Martin Scorsese,"Saoirse Ronan, Deepika Padukone, Mahershala Ali, Zendaya",Japan,"April 15, 2019",2003,G,144 min,"Comedies, Romantic Movies, Documentaries",A movie about family set in Japan.
s544,Movie,Velvet Whisper 544,Anurag Kashyap,"Florence Pugh, Viola Davis, Riz Ahmed, Tilda Swinton",Argentina,"January 17, 2012",2006,PG,195 min,"TV Dramas, Independent Movies, TV Comedies",A movie about love set in Argentina.
s545,Movie,Dark Memory 545,,,Argentina,"March 11, 2013",2005,TV-PG,143 min,"Comedies, International Movies",A movie about identity set in Argentina.
s546,Movie,Lost Project 546,Spike Lee,"Idris Elba, Daniel Kaluuya",Egypt,"November 13, 2020",2002,TV-Y7,157 min,"Sci-Fi & Fantasy, Horror Movies, Thrillers",A movie about power set in Egypt.
s547,Movie,Dark Legacy 547,Bong Joon-ho,,,"February 27, 2010",2003,TV-PG,46 min,"Stand-Up Comedy, Independent Movies",A movie about identity set in an unnamed place.
s548,TV Show,Eternal Promise 548,Ava DuVernay,"Penelope Cruz, Riz Ahmed, Song Kang-ho, Oscar Isaac, Deepika Padukone",Brazil,"July 12, 2020",1998,TV-Y7,7 Seasons,Independent Movies,A tv show about love set in Brazil.
s549,Movie,Frozen Storm 549,,"Tilda Swinton, Tom Hardy",Mexico,"August 21, 2013",2014,TV-14,85 min,"Comedies, Reality TV",A movie about identity set in Mexico.
s550,Movie,Frozen City 550,Greta Gerwig,"Song Kang-ho, Oscar Isaac",Germany,"September 21, 2008",2011,R,130 min,Documentaries,A movie about crime set in Germany.
s551,Movie,Golden Whisper 551,Park Chan-wook,"Deepika Padukone, Daniel Kaluuya",,"September 06, 2021",1992,TV-14,151 min,"Music & Musicals, Comedies, Reality TV",A movie about survival set in an unnamed place.
s552,TV Show,Hidden Memory 552,,,Brazil,"October 21, 2014",2004,TV-MA,1 Seasons,Reality TV,A tv show about identity set in Brazil.
s553,TV Show,Iron Hour 553,Pedro Almodovar,"Florence Pugh, Mahershala Ali, Shah Rukh Khan, Penelope Cruz, Zendaya",France,"August 24, 2010",2013,PG,7 Seasons,Horror Movies,A tv show about love set in France.
s554,Movie,Crimson Shadow 554,Pedro Almodovar,"Deepika Padukone, Riz Ahmed",,"November 01, 2017",2001,PG,134 min,"Horror Movies, Sci-Fi & Fantasy, Documentaries",A movie about identity set in an unnamed place.
s555,Movie,Iron Kingdom 555,Christopher Nolan,"Daniel Kaluuya, Mahershala Ali, Zendaya",Spain,"October 15, 2014",2013,PG-13,107 min,"Children & Family Movies, Crime TV Shows, Reality TV",A movie about identity set in Spain.
s556,Movie,Eternal City 556,Mira Nair,"Penelope Cruz, Zendaya",Nigeria,"May 26, 2020",2003,TV-PG,54 min,Anime Series,A movie about power set in Nigeria.
s557,TV Show,Midnight Empire 557,Martin Scorsese,"Oscar Isaac, Riz Ahmed, Viola Davis, Tom Hardy, Saoirse Ronan",Italy,"July 31, 2016",2014,R,4 Season,"Stand-Up Comedy, Reality TV, International Movies",A tv show about power set in Italy.
s558,Movie,Frozen Truth 558,Martin Scorsese,"Lupita Nyong'o, Florence Pugh, Zendaya, Oscar Isaac",United States,"December 09, 2021",2017,TV-MA,72 min,"TV Comedies, Sci-Fi & Fantasy, Reality TV",A movie about survival set in United States.
s559,Movie,Golden Code 559,Greta Gerwig,"Zendaya, Mahershala Ali, Song Kang-ho, Shah Rukh Khan, Tom Hardy",Germany,"August 09, 2013",2008,TV-Y,54 min,"Children & Family Movies, TV Dramas, Music & Musicals",A movie about power set in Germany.
